team_name,common_name,season,country,matches_played,matches_played_home,matches_played_away,suspended_matches,wins,wins_home,wins_away,draws,draws_home,draws_away,losses,losses_home,losses_away,points_per_game,points_per_game_home,points_per_game_away,league_position,league_position_home,league_position_away,performance_rank,goals_scored,goals_conceded,goal_difference,total_goal_count,total_goal_count_home,total_goal_count_away,goals_scored_home,goals_scored_away,goals_conceded_home,goals_conceded_away,goal_difference_home,goal_difference_away,minutes_per_goal_scored,minutes_per_goal_scored_home,minutes_per_goal_scored_away,minutes_per_goal_conceded,minutes_per_goal_conceded_home,minutes_per_goal_conceded_away,clean_sheets,clean_sheets_home,clean_sheets_away,btts_count,btts_count_home,btts_count_away,fts_count,fts_count_home,fts_count_away,first_team_to_score_count,first_team_to_score_count_home,first_team_to_score_count_away,corners_total,corners_total_home,corners_total_away,cards_total,cards_total_home,cards_total_away,average_possession,average_possession_home,average_possession_away,shots,shots_home,shots_away,shots_on_target,shots_on_target_home,shots_on_target_away,shots_off_target,shots_off_target_home,shots_off_target_away,fouls,fouls_home,fouls_away,goals_scored_half_time,goals_scored_half_time_home,goals_scored_half_time_away,goals_conceded_half_time,goals_conceded_half_time_home,goals_conceded_half_time_away,goal_difference_half_time,goal_difference_half_time_home,goal_difference_half_time_away,leading_at_half_time,leading_at_half_time_home,leading_at_half_time_away,draw_at_half_time,draw_at_half_time_home,draw_at_half_time_away,losing_at_half_time,losing_at_half_time_home,losing_at_half_time_away,points_per_game_half_time,points_per_game_half_time_home,points_per_game_half_time_away,average_total_goals_per_match,average_total_goals_per_match_home,average_total_goals_per_match_away,goals_scored_per_match,goals_scored_per_match_home,goals_scored_per_match_away,goals_conceded_per_match,goals_conceded_per_match_home,goals_conceded_per_match_away,total_goals_per_match_half_time,total_goals_per_match_half_time_home,total_goals_per_match_half_time_away,goals_scored_per_match_half_time,goals_scored_per_match_half_time_home,goals_scored_per_match_half_time_away,goals_conceded_per_match_half_time,goals_conceded_per_match_half_time_home,goals_conceded_per_match_half_time_away,over05_count,over15_count,over25_count,over35_count,over45_count,over55_count,over05_count_home,over15_count_home,over25_count_home,over35_count_home,over45_count_home,over55_count_home,over05_count_away,over15_count_away,over25_count_away,over35_count_away,over45_count_away,over55_count_away,under05_count,under15_count,under25_count,under35_count,under45_count,under55_count,under05_count_home,under15_count_home,under25_count_home,under35_count_home,under45_count_home,under55_count_home,under05_count_away,under15_count_away,under25_count_away,under35_count_away,under45_count_away,under55_count_away,over05_percentage,over15_percentage,over25_percentage,over35_percentage,over45_percentage,over55_percentage,over05_percentage_home,over15_percentage_home,over25_percentage_home,over35_percentage_home,over45_percentage_home,over55_percentage_home,over05_percentage_away,over15_percentage_away,over25_percentage_away,over35_percentage_away,over45_percentage_away,over55_percentage_away,under05_percentage,under15_percentage,under25_percentage,under35_percentage,under45_percentage,under55_percentage,under05_percentage_home,under15_percentage_home,under25_percentage_home,under35_percentage_home,under45_percentage_home,under55_percentage_home,under05_percentage_away,under15_percentage_away,under25_percentage_away,under35_percentage_away,under45_percentage_away,under55_percentage_away,over05_count_half_time,over15_count_half_time,over25_count_half_time,over05_count_half_time_home,over15_count_half_time_home,over25_count_half_time_home,over05_count_half_time_away,over15_count_half_time_away,over25_count_half_time_away,over05_half_time_percentage,over15_half_time_percentage,over25_half_time_percentage,over05_half_time_percentage_home,over15_half_time_percentage_home,over25_half_time_percentage_home,over05_half_time_percentage_away,over15_half_time_percentage_away,over25_half_time_percentage_away,win_percentage,win_percentage_home,win_percentage_away,home_advantage_percentage,clean_sheet_percentage,clean_sheet_percentage_home,clean_sheet_percentage_away,btts_percentage,btts_percentage_home,btts_percentage_away,fts_percentage,fts_percentage_home,fts_percentage_away,first_team_to_score_percentage,first_team_to_score_percentage_home,first_team_to_score_percentage_away,clean_sheet_half_time,clean_sheet_half_time_home,clean_sheet_half_time_away,clean_sheet_half_time_percentage,clean_sheet_half_time_percentage_home,clean_sheet_half_time_percentage_away,fts_half_time,fts_half_time_home,fts_half_time_away,fts_half_time_percentage,fts_half_time_percentage_home,fts_half_time_percentage_away,btts_half_time,btts_half_time_home,btts_half_time_away,btts_half_time_percentage,btts_half_time_percentage_home,btts_half_time_percentage_away,leading_at_half_time_percentage,leading_at_half_time_percentage_home,leading_at_half_time_percentage_away,draw_at_half_time_percentage,draw_at_half_time_percentage_home,draw_at_half_time_percentage_away,losing_at_half_time_percentage,losing_at_half_time_percentage_home,losing_at_half_time_percentage_away,corners_per_match,corners_per_match_home,corners_per_match_away,cards_per_match,cards_per_match_home,cards_per_match_away,over65_corners_percentage,over75_corners_percentage,over85_corners_percentage,over95_corners_percentage,over105_corners_percentage,over115_corners_percentage,over125_corners_percentage,over135_corners_percentage,xg_for_avg_overall,xg_for_avg_home,xg_for_avg_away,xg_against_avg_overall,xg_against_avg_home,xg_against_avg_away,prediction_risk,goals_scored_min_0_to_10,goals_scored_min_11_to_20,goals_scored_min_21_to_30,goals_scored_min_31_to_40,goals_scored_min_41_to_50,goals_scored_min_51_to_60,goals_scored_min_61_to_70,goals_scored_min_71_to_80,goals_scored_min_81_to_90,goals_conceded_min_0_to_10,goals_conceded_min_11_to_20,goals_conceded_min_21_to_30,goals_conceded_min_31_to_40,goals_conceded_min_41_to_50,goals_conceded_min_51_to_60,goals_conceded_min_61_to_70,goals_conceded_min_71_to_80,goals_conceded_min_81_to_90,draw_percentage_overall,draw_percentage_home,draw_percentage_away,loss_percentage_ovearll,loss_percentage_home,loss_percentage_away,over145_corners_percentage
AA Aparecidense,Aparecidense,2025,Brazil,4,2,2,0,1,1,0,1,0,1,2,1,1,1,1.5,0.5,0,56,56,29,4,7,-3,11,6,5,2,2,4,3,-2,-1,90,90,90,51,45,60,1,1,0,2,1,1,1,0,1,3,2,1,14,10,4,8,3,5,47,52,42,41,16,25,9,6,3,32,10,22,36,22,14,2,1,1,2,2,0,0,-1,1,1,0,1,2,1,1,1,1,0,1.25,0.5,2,2.75,3,2.5,1,1,1,1.75,2,1.5,1,1.5,0.5,0.5,0.5,0.5,0.5,1,0,4,2,2,2,1,0,2,1,1,1,1,0,2,1,1,1,0,0,0,2,2,2,3,4,0,1,1,1,1,2,0,1,1,1,2,2,100,50,50,50,25,0,100,50,50,50,50,0,100,50,50,50,0,0,0,50,50,50,75,100,0,50,50,50,50,100,0,50,50,50,100,100,2,1,1,1,1,1,1,0,0,50,25,25,50,50,50,50,0,0,25,50,0,-7,25,50,0,50,50,50,25,0,50,75,100,50,3,1,2,75,50,100,2,1,1,50,50,50,1,1,0,25,50,0,25,0,50,50,50,50,25,50,0,3.50,5.00,2.00,2,1.5,2.50,75,75,50,50,50,50,25,25,1.13,1.02,1.24,1.72,1.14,2.31,75,0,0,0,2,0,0,0,0,2,0,0,0,0,2,0,1,2,2,25,0,50,50,50,50,25
Maringá FC,Maringá,2025,Brazil,4,3,1,0,2,2,0,1,1,0,1,0,1,1.75,2.33,0,0,57,57,17,7,8,-1,15,11,4,7,0,4,4,3,-4,51,39,0,45,68,23,1,1,0,2,2,0,1,0,1,3,3,0,22,17,5,6,2,4,46,49,35,57,47,10,24,21,3,33,26,7,35,18,17,6,6,0,3,2,1,3,4,-1,2,2,0,1,1,0,1,0,1,1.75,2.33,0,3.75,3.67,4,1.75,2.33,0,2,1.33,4,2.25,2.67,1,1.5,2,0,0.75,0.67,1,4,3,3,3,1,1,3,2,2,2,1,1,1,1,1,1,0,0,0,1,1,1,3,3,0,1,1,1,2,2,0,0,0,0,1,1,100,75,75,75,25,25,100,67,67,67,33,33,100,100,100,100,0,0,0,25,25,25,75,75,0,33,33,33,67,67,0,0,0,0,100,100,4,2,1,3,2,1,1,0,0,100,50,25,100,67,33,100,0,0,50,67,0,34,25,33,0,50,67,0,25,0,100,75,100,0,1,1,0,25,33,0,1,0,1,25,0,100,2,2,0,50,67,0,50,67,0,25,33,0,25,0,100,5.50,5.67,5.00,3,2,4.00,100,100,100,100,100,50,50,25,1.61,1.78,1.09,1.75,1.50,2.49,75,1,3,1,0,1,1,0,0,0,0,0,0,1,2,1,1,2,1,25,33,0,25,0,100,25
Tocantinópolis EC,Tocantinópolis,2025,Brazil,1,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,58,58,80,0,2,-2,2,2,0,0,0,2,0,-2,0,0,0,0,45,45,0,0,0,0,0,0,0,1,1,0,0,0,0,2,2,0,0,0,0,25,25,0,6,6,0,2,2,0,4,4,0,14,14,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,1,0,2,2,0,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,1,1,1,1,0,0,0,0,0,0,100,100,0,0,0,0,100,100,0,0,0,0,0,0,0,0,0,0,0,0,100,100,100,100,0,0,100,100,100,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,100,0,0,0,0,1,1,0,100,100,0,1,1,0,100,100,0,0,0,0,0,0,0,0,0,0,100,100,0,0,0,0,2.00,2.00,0.00,0,0,0.00,100,100,100,100,100,100,100,0,0.00,0.79,0.00,1.67,2.67,0.00,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,100,100,0,0
Rio Branco AC,Rio Branco ES,2025,Brazil,1,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,59,59,84,1,3,-2,4,4,0,1,0,3,0,-2,0,90,90,0,30,30,0,0,0,0,1,1,0,0,0,0,1,1,0,3,3,0,1,1,0,50,50,0,6,6,0,4,4,0,2,2,0,0,0,0,1,1,0,1,1,0,0,0,0,0,0,0,1,1,0,0,0,0,1,1,0,4,4,0,1,1,0,3,3,0,2,2,0,1,1,0,1,1,0,1,1,1,1,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,1,0,0,0,0,0,0,100,100,100,100,0,0,100,100,100,100,0,0,0,0,0,0,0,0,0,0,0,0,100,100,0,0,0,0,100,100,0,0,0,0,0,0,1,1,0,1,1,0,0,0,0,100,100,0,100,100,0,0,0,0,0,0,0,0,0,0,0,100,100,0,0,0,0,100,100,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,100,100,0,0,0,0,100,100,0,0,0,0,3.00,3.00,0.00,1,1,0.00,100,100,100,100,0,0,0,0,0.00,0.91,0.00,0.71,1.71,0.00,100,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2,0,0,0,100,100,0,0
Operário FC,Operário MT,2025,Brazil,1,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,60,60,71,0,1,-1,1,1,0,0,0,1,0,-1,0,0,0,0,90,90,0,0,0,0,0,0,0,1,1,0,0,0,0,5,5,0,2,2,0,53,53,0,2,2,0,0,0,0,2,2,0,0,0,0,0,0,0,1,1,0,-1,-1,0,0,0,0,0,0,0,1,1,0,0,0,0,1,1,0,0,0,0,1,1,0,1,1,0,0,0,0,1,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,0,1,1,1,1,1,0,0,0,0,0,0,100,0,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,100,100,100,100,100,0,100,100,100,100,100,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,100,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,100,0,0,0,0,0,0,0,0,0,0,1,1,0,100,100,0,0,0,0,0,0,0,0,0,0,0,0,0,100,100,0,5.00,5.00,0.00,2,2,0.00,100,100,100,0,0,0,0,0,0.00,0.48,0.00,0.10,1.10,0.00,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,100,100,0,0
Grêmio Novorizontino,Novorizontino,2025,Brazil,4,1,3,0,2,0,2,0,0,0,2,1,1,1.5,0,2,0,61,61,20,4,3,1,7,1,6,0,4,1,2,-1,2,90,0,68,120,90,134,1,0,1,1,0,1,2,1,1,1,0,1,21,7,14,9,1,8,49,56,46,53,12,41,13,2,11,40,10,30,46,11,35,2,0,2,2,1,1,0,-1,1,1,0,1,2,0,2,1,1,0,1.25,0,1.67,1.75,1,2,1,0,1.33,0.75,1,0.67,1,1,1,0.5,0,0.67,0.5,1,0.33,4,1,1,1,0,0,1,0,0,0,0,0,3,1,1,1,0,0,0,3,3,3,4,4,0,1,1,1,1,1,0,2,2,2,3,3,100,25,25,25,0,0,100,0,0,0,0,0,100,33,33,33,0,0,0,75,75,75,100,100,0,100,100,100,100,100,0,67,67,67,100,100,3,1,0,1,0,0,2,1,0,75,25,0,100,0,0,67,33,0,50,0,67,-67,25,0,33,25,0,33,50,100,33,25,0,33,2,0,2,50,0,67,2,1,1,50,100,33,1,0,1,25,0,33,25,0,33,50,0,67,25,100,0,5.25,7.00,4.67,2.25,1,2.67,100,75,75,50,0,0,0,0,1.48,1.30,1.53,0.90,0.57,1.01,25,0,0,0,0,2,0,0,0,2,1,1,0,0,0,0,0,0,1,0,0,0,50,100,33,0
CA Votuporanguense,Votuporanguense,2025,Brazil,1,1,0,0,0,0,0,1,1,0,0,0,0,1,1,0,0,62,62,61,2,2,0,4,4,0,2,0,2,0,0,0,45,45,0,45,45,0,0,0,0,1,1,0,0,0,0,0,0,0,6,6,0,2,2,0,50,50,0,13,13,0,5,5,0,8,8,0,0,0,0,0,0,0,1,1,0,-1,-1,0,0,0,0,0,0,0,1,1,0,0,0,0,4,4,0,2,2,0,2,2,0,1,1,0,0,0,0,1,1,0,1,1,1,1,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,1,0,0,0,0,0,0,100,100,100,100,0,0,100,100,100,100,0,0,0,0,0,0,0,0,0,0,0,0,100,100,0,0,0,0,100,100,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,100,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,100,100,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,100,100,0,0,0,0,0,0,0,0,0,0,0,0,0,100,100,0,6.00,6.00,0.00,2,2,0.00,100,100,0,0,0,0,0,0,0.71,1.71,0.00,0.72,1.72,0.00,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,1,100,100,0,0,0,0,0
AA Internacional de Limeira,Inter de Limeira,2025,Brazil,1,1,0,0,0,0,0,1,1,0,0,0,0,1,1,0,0,63,63,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,1,0,0,0,0,1,1,0,5,5,0,50,50,0,11,11,0,3,3,0,8,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,100,100,100,100,100,100,100,100,100,100,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,100,0,0,0,0,100,100,0,0,0,0,1,1,0,100,100,0,1,1,0,100,100,0,0,0,0,0,0,0,0,0,0,100,100,0,0,0,0,1.00,1.00,0.00,5,5,0.00,0,0,0,0,0,0,0,0,0.33,1.33,0.00,0.20,1.20,0.00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,100,0,0,0,0,0
Ferroviário AC Fortaleza,Ferroviário,2025,Brazil,1,0,1,0,0,0,0,1,0,1,0,0,0,1,0,1,0,64,64,55,1,1,0,2,0,2,0,1,0,1,0,0,90,0,90,90,0,90,0,0,0,1,0,1,0,0,0,1,0,1,4,0,4,3,0,3,49,0,49,12,0,12,3,0,3,9,0,9,0,0,0,1,0,1,0,0,0,1,0,1,1,0,1,0,0,0,0,0,0,3,0,3,2,0,2,1,0,1,1,0,1,1,0,1,1,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,1,1,1,1,100,100,0,0,0,0,0,0,0,0,0,0,100,100,0,0,0,0,0,0,100,100,100,100,0,0,0,0,0,0,0,0,100,100,100,100,1,0,0,0,0,0,1,0,0,100,0,0,0,0,0,100,0,0,0,0,0,0,0,0,0,100,0,100,0,0,0,100,0,100,1,0,1,100,0,100,0,0,0,0,0,0,0,0,0,0,0,0,100,0,100,0,0,0,0,0,0,4.00,0.00,4.00,3,0,3.00,100,100,100,100,100,0,0,0,0.42,0.00,1.42,0.39,0.00,1.39,100,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,100,0,100,0,0,0,0
Barcelona de Rondonia,Barcelona RO,2025,Brazil,1,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,65,65,87,1,4,-3,5,5,0,1,0,4,0,-3,0,90,90,0,23,23,0,0,0,0,1,1,0,0,0,0,1,1,0,3,3,0,0,0,0,50,50,0,4,4,0,2,2,0,2,2,0,0,0,0,1,1,0,2,2,0,-1,-1,0,0,0,0,0,0,0,1,1,0,0,0,0,5,5,0,1,1,0,4,4,0,3,3,0,1,1,0,2,2,0,1,1,1,1,1,0,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,100,100,100,100,100,0,100,100,100,100,100,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0,100,0,0,0,0,0,0,1,1,1,1,1,1,0,0,0,100,100,100,100,100,100,0,0,0,0,0,0,0,0,0,0,100,100,0,0,0,0,100,100,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,100,100,0,0,0,0,0,0,0,100,100,0,3.00,3.00,0.00,0,0,0.00,100,0,0,0,0,0,0,0,0.00,0.60,0.00,0.00,0.82,0.00,100,1,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,1,0,0,0,0,100,100,0,0
Nova Iguaçu FC,Nova Iguaçu,2025,Brazil,2,1,1,0,1,0,1,0,0,0,1,1,0,1.5,0,3,0,66,66,35,4,4,0,8,3,5,0,4,3,1,-3,3,45,0,23,45,30,90,0,0,0,1,0,1,1,1,0,0,0,0,7,3,4,3,3,0,42,34,50,14,8,6,8,4,4,6,4,2,14,14,0,2,0,2,4,3,1,-2,-3,1,1,0,1,0,0,0,1,1,0,1.5,0,3,4,3,5,2,0,4,2,3,1,3,3,3,1,0,2,2,3,1,2,2,2,1,1,0,1,1,1,0,0,0,1,1,1,1,1,0,0,0,0,1,1,2,0,0,0,1,1,1,0,0,0,0,0,1,100,100,100,50,50,0,100,100,100,0,0,0,100,100,100,100,100,0,0,0,0,50,50,100,0,0,0,100,100,100,0,0,0,0,0,100,2,2,2,1,1,1,1,1,1,100,100,100,100,100,100,100,100,100,50,0,100,-75,0,0,0,50,0,100,50,100,0,0,0,0,0,0,0,0,0,0,1,1,0,50,100,0,1,0,1,50,0,100,50,0,100,0,0,0,50,100,0,3.50,3.00,4.00,3,3,0.00,50,0,0,0,0,0,0,0,0.90,0.98,0.82,1.32,2.03,0.60,50,1,0,1,0,0,1,0,1,0,2,0,1,1,0,0,0,0,0,0,0,0,50,100,0,0
Manaus Futebol Clube,Manaus,2025,Brazil,2,0,2,0,0,0,0,1,0,1,1,0,1,0.5,0,0.5,0,67,67,65,2,5,-3,7,0,7,0,2,0,5,0,-3,90,0,90,36,0,36,0,0,0,2,0,2,0,0,0,0,0,0,10,0,10,3,0,3,39,0,39,24,0,24,5,0,5,19,0,19,8,0,8,0,0,0,2,0,2,-2,0,-2,0,0,0,1,0,1,1,0,1,0.5,0,0.5,3.5,0,3.5,1,0,1,2.5,0,2.5,1,0,1,0,0,0,1,0,1,2,2,1,1,1,0,0,0,0,0,0,0,2,2,1,1,1,0,0,0,1,1,1,2,0,0,0,0,0,0,0,0,1,1,1,2,100,100,50,50,50,0,0,0,0,0,0,0,100,100,50,50,50,0,0,0,50,50,50,100,0,0,0,0,0,0,0,0,50,50,50,100,1,1,0,0,0,0,1,1,0,50,50,0,0,0,0,50,50,0,0,0,0,0,0,0,0,100,0,100,0,0,0,0,0,0,1,0,1,50,0,50,2,0,2,100,0,100,0,0,0,0,0,0,0,0,0,50,0,50,50,0,50,5.00,0.00,5.00,1.5,0,1.50,100,100,100,50,50,50,50,50,0.83,0.00,1.33,1.17,0.00,1.67,100,0,0,0,0,0,1,1,0,0,0,1,0,1,1,0,2,0,0,50,0,50,50,0,50,0
Santa Cruz Futebol Clube (Rio Grande do Norte),Santa Cruz de Natal RN,2025,Brazil,1,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,68,68,89,0,4,-4,4,4,0,0,0,4,0,-4,0,0,0,0,23,23,0,0,0,0,0,0,0,1,1,0,0,0,0,2,2,0,2,2,0,50,50,0,10,10,0,5,5,0,5,5,0,0,0,0,0,0,0,1,1,0,-1,-1,0,0,0,0,0,0,0,1,1,0,0,0,0,4,4,0,0,0,0,4,4,0,1,1,0,0,0,0,1,1,0,1,1,1,1,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,1,0,0,0,0,0,0,100,100,100,100,0,0,100,100,100,100,0,0,0,0,0,0,0,0,0,0,0,0,100,100,0,0,0,0,100,100,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,100,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,100,0,0,0,0,0,0,0,0,0,0,1,1,0,100,100,0,0,0,0,0,0,0,0,0,0,0,0,0,100,100,0,2.00,2.00,0.00,2,2,0.00,100,0,0,0,0,0,0,0,0.37,1.37,0.00,0.63,1.63,0.00,200,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,1,0,0,0,100,100,0,0
Concórdia Atlético Clube,Concórdia AC,2025,Brazil,2,1,1,0,1,1,0,0,0,0,1,0,1,1.5,3,0,0,69,69,40,2,5,-3,7,3,4,2,0,1,4,1,-4,90,45,0,36,90,23,0,0,0,1,1,0,1,0,1,0,0,0,2,2,0,0,0,0,50,50,50,9,4,5,3,2,1,6,2,4,13,0,13,1,1,0,3,1,2,-2,0,-2,0,0,0,1,1,0,1,0,1,0.5,1,0,3.5,3,4,1,2,0,2.5,1,4,2,2,2,0.5,1,0,1.5,1,2,2,2,2,1,0,0,1,1,1,0,0,0,1,1,1,1,0,0,0,0,0,1,2,2,0,0,0,1,1,1,0,0,0,0,1,1,100,100,100,50,0,0,100,100,100,0,0,0,100,100,100,100,0,0,0,0,0,50,100,100,0,0,0,100,100,100,0,0,0,0,100,100,2,2,0,1,1,0,1,1,0,100,100,0,100,100,0,100,100,0,50,100,0,80,0,0,0,50,100,0,50,0,100,0,0,0,0,0,0,0,0,0,1,0,1,50,0,100,1,1,0,50,100,0,0,0,0,50,100,0,50,0,100,1.00,2.00,0.00,0,0,0.00,50,50,50,50,50,50,50,0,0.61,0.65,0.56,1.85,2.04,1.65,150,0,0,0,0,1,1,0,0,0,0,1,1,1,1,0,1,0,0,0,0,0,50,0,100,0
Tuna Luso,Tuna Luso,2025,Brazil,2,1,1,0,1,1,0,0,0,0,1,0,1,1.5,3,0,0,70,70,41,1,5,-4,6,1,5,1,0,0,5,1,-5,180,90,0,36,0,18,1,1,0,0,0,0,1,0,1,1,1,0,4,1,3,8,6,2,50,50,50,30,20,10,10,6,4,20,14,6,0,0,0,0,0,0,4,0,4,-4,0,-4,0,0,0,1,1,0,1,0,1,0.5,1,0,3,1,5,0.5,1,0,2.5,0,5,2,0,4,0,0,0,2,0,4,2,1,1,1,1,0,1,0,0,0,0,0,1,1,1,1,1,0,0,1,1,1,1,2,0,1,1,1,1,1,0,0,0,0,0,1,100,50,50,50,50,0,100,0,0,0,0,0,100,100,100,100,100,0,0,50,50,50,50,100,0,100,100,100,100,100,0,0,0,0,0,100,1,1,1,0,0,0,1,1,1,50,50,50,0,0,0,100,100,100,50,100,0,100,50,100,0,0,0,0,50,0,100,50,100,0,1,1,0,50,100,0,2,1,1,100,100,100,0,0,0,0,0,0,0,0,0,50,100,0,50,0,100,2.00,1.00,3.00,4,6,2.00,100,50,0,0,0,0,0,0,1.66,1.97,1.34,1.56,1.02,2.10,100,0,0,0,0,0,0,0,0,1,1,2,1,0,0,0,1,0,0,0,0,0,50,0,100,0
Independência Futebol Clube,Independência Futebol Clube,2025,Brazil,1,1,0,0,0,0,0,1,1,0,0,0,0,1,1,0,0,71,71,56,1,1,0,2,2,0,1,0,1,0,0,0,90,90,0,90,90,0,0,0,0,1,1,0,0,0,0,0,0,0,1,1,0,2,2,0,47,47,0,11,11,0,3,3,0,8,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,1,0,2,2,0,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,1,1,1,1,0,0,0,0,0,0,100,100,0,0,0,0,100,100,0,0,0,0,0,0,0,0,0,0,0,0,100,100,100,100,0,0,100,100,100,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,100,0,0,0,0,0,0,0,1,1,0,100,100,0,1,1,0,100,100,0,0,0,0,0,0,0,0,0,0,100,100,0,0,0,0,1.00,1.00,0.00,2,2,0.00,100,100,100,0,0,0,0,0,0.19,1.19,0.00,1.04,2.04,0.00,100,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,100,100,0,0,0,0,0
Olaria AC,Olaria,2025,Brazil,2,2,0,0,1,1,0,0,0,0,1,1,0,1.5,1.5,0,0,72,72,34,2,2,0,4,4,0,2,0,2,0,0,0,90,90,0,90,90,0,1,1,0,1,1,0,0,0,0,1,1,0,5,5,0,2,2,0,42,42,0,5,5,0,3,3,0,2,2,0,0,0,0,1,1,0,1,1,0,0,0,0,1,1,0,0,0,0,1,1,0,1.5,1.5,0,2,2,0,1,1,0,1,1,0,1,1,0,0.5,0.5,0,0.5,0.5,0,2,1,1,0,0,0,2,1,1,0,0,0,0,0,0,0,0,0,0,1,1,2,2,2,0,1,1,2,2,2,0,0,0,0,0,0,100,50,50,0,0,0,100,50,50,0,0,0,0,0,0,0,0,0,0,50,50,100,100,100,0,50,50,100,100,100,0,0,0,0,0,0,2,0,0,2,0,0,0,0,0,100,0,0,100,0,0,0,0,0,50,50,0,0,50,50,0,50,50,0,0,0,0,50,50,0,1,1,0,50,50,0,1,1,0,50,50,0,0,0,0,0,0,0,50,50,0,0,0,0,50,50,0,2.50,2.50,0.00,1,1,0.00,100,100,100,100,100,50,50,50,0.00,0.56,0.00,1.20,2.20,0.00,50,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,50,50,0,0
